FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
32150|Muddy Canyon|Valley|AZ|04|Greenlee|011|333638N|1090406W|33.610611|-109.0684051|333829N|1090229W|33.6414439|-109.04146|1978|6489|Blue|02/08/1980|
3334|Cottonwood Creek|Stream|AZ|04|Cochise|003|312143N|1091539W|31.3619444|-109.2608333|313056N|1090305W|31.5156564|-109.0514448|1153|3783|San Bernardino Ranch|02/08/1980|08/21/2009
30720|Keller Canyon|Valley|NM|35|Catron|003|332442N|1085530W|33.4117269|-108.9250655|332854N|1090421W|33.4817241|-109.0725707|1493|4898|Alma|02/08/1980|12/13/2010
8890|Oak Spring Wash|Valley|AZ|04|Apache|001|364307N|1090018W|36.7186109|-109.0050966|364459N|1090302W|36.7497222|-109.0505556|1630|5348|Horse Mesa|02/08/1980|
14144|Zuni River|Stream|AZ|04|Apache|001|343844N|1094028W|34.6455892|-109.6745534|350638N|1084256W|35.1105881|-108.7156366|1648|5407|Potter Mesa Tank|02/08/1980|
11397|Skeleton Canyon|Valley|AZ|04|Cochise|003|313539N|1090408W|31.5941667|-109.0688889|313320N|1085820W|31.5556561|-108.9722765|1422|4665|Skeleton Canyon|02/08/1980|08/20/2009
1501|Black Creek Valley|Valley|AZ|04|Apache|001|353306N|1090531W|35.551687|-109.0920374|355455N|1090148W|35.9152895|-109.0300943|2013|6604|Hunters Point|02/08/1980|
5075|Goat Camp Canyon|Valley|AZ|04|Greenlee|011|324821N|1091014W|32.8059018|-109.1706208|325046N|1085953W|32.84621|-108.99817|1096|3596|Sheldon|02/08/1980|11/03/2010
3520|Coyote Wash|Stream|AZ|04|Apache|001|360632N|1090946W|36.1088952|-109.1628769|360452N|1090856W|36.0811111|-109.1488889|2158|7080|White Clay|02/08/1980|
435|San Simon River|Stream|AZ|04|Graham|009|324953N|1093857W|32.8314544|-109.649245|320000N|1090127W|32.0000893|-109.0242268|897|2943|Safford|02/08/1980|
3516|Coyote Wash|Stream|AZ|04|Greenlee|011|323755N|1090230W|32.6320183|-109.0417271|323257N|1090700W|32.5492413|-109.1167268|1238|4062|Duncan|02/08/1980|
1261|Falling Iron Cliffs|Cliff|AZ|04|Apache|001|360947N|1090304W|36.1630617|-109.0512077|||||2730|8957|Upper Wheatfields|02/08/1980|
12550|Tohache Wash|Stream|AZ|04|Apache|001|370002N|1090139W|37.0005556|-109.0275|365523N|1090500W|36.9230542|-109.083436|1408|4619|Yellow Rock Point East|02/08/1980|06/15/2009
9045|Owl Creek|Stream|AZ|04|Cochise|003|313953N|1090414W|31.6647222|-109.0705556|313932N|1090023W|31.6588889|-109.0063889|1375|4511|Skull Canyon|02/08/1980|08/25/2009
6259|Iron Canyon|Valley|AZ|04|Greenlee|011|325249N|1090442W|32.8803462|-109.0783974|325216N|1085925W|32.8711807|-108.9903399|1335|4380|Tillie Hall Peak|02/08/1980|
28441|Devils Den Canyon|Valley|AZ|04|Greenlee|011|332042N|1090158W|33.345061|-109.0328453|332056N|1090445W|33.3488889|-109.0791667|1841|6040|Maple Peak|02/08/1980|
1650|Blackrock Wash|Stream|AZ|04|Apache|001|364218N|1090039W|36.7049999|-109.0109301|364723N|1091020W|36.789722|-109.1723243|1638|5374|Horse Mesa|02/08/1980|
4499|Estes Canyon|Valley|AZ|04|Cochise|003|312818N|1090532W|31.4717682|-109.0922798|312803N|1090241W|31.4675|-109.0447222|1428|4685|Guadalupe Spring|02/08/1980|08/24/2009
