FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
8984|Olney Well Draw|Valley|AZ|04|Greenlee|011|323225N|1090221W|32.5403537|-109.0392256|323031N|1090538W|32.5086111|-109.0938889|1230|4035|Round Mountain|02/08/1980|
9045|Owl Creek|Stream|AZ|04|Cochise|003|313953N|1090414W|31.6647222|-109.0705556|313932N|1090023W|31.6588889|-109.0063889|1375|4511|Skull Canyon|02/08/1980|08/25/2009
26361|Bitter Creek|Stream|AZ|04|Greenlee|011|325015N|1091101W|32.8375678|-109.183677|325318N|1085720W|32.8884029|-108.9556169|1079|3540|Sheldon|02/08/1980|
32612|Pace Creek|Stream|AZ|04|Apache|001|334455N|1090106W|33.7486646|-109.0184047|334829N|1090334W|33.8081083|-109.0595182|2020|6627|Maness Peak|02/08/1980|
11803|Stateline Dam|Dam|AZ|04|Greenlee|011|323146N|1090300W|32.5295204|-109.0500589|||||1244|4081|Round Mountain|02/08/1980|
9481|Pine Springs Wash|Stream|AZ|04|Apache|001|344324N|1091508W|34.72337|-109.2523167|344326N|1090131W|34.7239281|-109.025364|1741|5712|Schnebly Well|02/08/1980|11/03/2010
10138|Red Rock Valley|Basin|AZ|04|Apache|001|364113N|1090326W|36.6869445|-109.0573201|||||1696|5564|Horse Mesa|02/08/1980|
5075|Goat Camp Canyon|Valley|AZ|04|Greenlee|011|324821N|1091014W|32.8059018|-109.1706208|325046N|1085953W|32.84621|-108.99817|1096|3596|Sheldon|02/08/1980|11/03/2010
1448|Beclabito Wash|Stream|NM|35|San Juan|045|365422N|1085534W|36.9061086|-108.9262091|365044N|1090424W|36.8455547|-109.0734341|1438|4718|Sallies Spring|11/13/1980|
32341|Noland Creek|Stream|AZ|04|Greenlee|011|333922N|1090528W|33.6561657|-109.0911839|334133N|1085944W|33.6925544|-108.9956257|1805|5922|Maness Peak|06/27/1984|
23946|Sanostee Wash|Arroyo|NM|35|San Juan|045|362915N|1083420W|36.4875036|-108.5723058|362515N|1090332W|36.4208356|-109.0589859|1589|5213|Newcomb NE|06/27/1984|06/28/2010
10173|Red Wash|Stream|NM|35|San Juan|045|365318N|1085432W|36.8882|-108.90876|362903N|1090357W|36.48417|-109.06575|1439|4721|Sallies Spring|02/08/1980|05/03/2011
10534|Round Mountain Draw|Valley|AZ|04|Greenlee|011|323441N|1090224W|32.5781307|-109.0400596|323022N|1091104W|32.5061857|-109.1845047|1201|3940|Round Mountain|02/08/1980|
25698|Apache Creek|Stream|AZ|04|Greenlee|011|325204N|1091149W|32.867729|-109.197063|325649N|1090256W|32.94681|-109.04875|1070|3510|Sheldon|02/08/1980|06/28/2010
11432|Slick Rock Wash|Valley|AZ|04|Apache|001|354356N|1090404W|35.7322383|-109.0678714|354636N|1085641W|35.7766825|-108.9448131|2067|6781|Window Rock|02/08/1980|
8890|Oak Spring Wash|Valley|AZ|04|Apache|001|364307N|1090018W|36.7186109|-109.0050966|364459N|1090302W|36.7497222|-109.0505556|1630|5348|Horse Mesa|02/08/1980|
35887|Wampoo Wash|Stream|AZ|04|Greenlee|011|325352N|1090731W|32.8978453|-109.125343|325443N|1090136W|32.9119444|-109.0266667|1185|3888|York|02/08/1980|
21596|Crystal Creek|Stream|AZ|04|Apache|001|360449N|1090856W|36.0802778|-109.1488889|360504N|1085124W|36.0844536|-108.8567569|2175|7136|White Clay|06/27/1984|11/28/2008
25947|Banjo Canyon|Valley|AZ|04|Greenlee|011|332316N|1090249W|33.3878377|-109.0470131|332157N|1090511W|33.3658934|-109.0864585|1784|5853|Alma Mesa|02/08/1980|
4499|Estes Canyon|Valley|AZ|04|Cochise|003|312818N|1090532W|31.4717682|-109.0922798|312803N|1090241W|31.4675|-109.0447222|1428|4685|Guadalupe Spring|02/08/1980|08/24/2009
5970|Horse Mesa|Summit|AZ|04|Apache|001|364143N|1090244W|36.6952778|-109.0456532|||||1766|5794|Horse Mesa|02/08/1980|
32150|Muddy Canyon|Valley|AZ|04|Greenlee|011|333638N|1090406W|33.610611|-109.0684051|333829N|1090229W|33.6414439|-109.04146|1978|6489|Blue|02/08/1980|
9803|Puerco River|Stream|AZ|04|Navajo|017|345320N|1100717W|34.8889155|-110.121509|353433N|1081052W|35.5758566|-108.181179|1555|5102|Sun Valley|02/08/1980|03/22/2011
8080|Millsite Canyon|Valley|AZ|04|Cochise|003|322322N|1090149W|32.3895229|-109.0303355|322245N|1090318W|32.3791667|-109.055|1400|4593|Engine Mountain|02/08/1980|
12758|Tse Bonito Wash|Arroyo|AZ|04|Apache|001|353759N|1090449W|35.633074|-109.080371|354309N|1085517W|35.719184|-108.9214787|2030|6660|Window Rock|02/08/1980|
11397|Skeleton Canyon|Valley|AZ|04|Cochise|003|313539N|1090408W|31.5941667|-109.0688889|313320N|1085820W|31.5556561|-108.9722765|1422|4665|Skeleton Canyon|02/08/1980|08/20/2009
25452|Little Doubtful Canyon|Valley|NM|35|Hidalgo|023|322046N|1090241W|32.34619|-109.04478|322255N|1090441W|32.3820224|-109.0781139|1452|4764|Doubtful Canyon|02/08/1980|11/03/2010
23988|King Tutt Mesa (historical)|Summit|AZ|04|Apache|001|363800N|1090302W|36.6333338|-109.050653|||||1757|5764|Horse Mesa|06/27/1984|
